0.00453188;0.000276093;16.4143;
0.0180934;0.000973332;18.5892;
0.0106553;0.000713982;14.9238;
0.00293661;0.000196389;14.953;
0.0130537;0.000716689;18.2139;
0.00995597;0.000687045;14.491;
0.0184453;0.00162006;11.3856;
0.00631443;0.000324017;19.488;
0.0315719;0.00142946;22.0866;
0.0170393;0.000729845;23.3464;
0.032374;0.00159208;20.3344;
0.0364169;0.00233126;15.6211;
0.105235;0.00457452;23.0045;
0.00278479;0.000159804;17.4263;
0.0660642;0.0030789;21.4571;
0.0565401;0.00269572;20.974;
0.00652678;0.000361284;18.0655;
0.0166859;0.000748397;22.2955;
0.0103897;0.00089553;11.6017;
0.0018954;0.000159917;11.8524;
0.00336475;0.000211319;15.9226;
0.0151766;0.000928704;16.3417;
0.0255418;0.00137034;18.6391;
0.0216721;0.00144258;15.0232;
0.108553;0.00557951;19.4557;
0.0719731;0.0039172;18.3736;
0.0610673;0.00286098;21.3449;
0.0178513;0.00179127;9.96571;
0.0213112;0.00120344;17.7086;
0.0648448;0.00282496;22.9542;
0.0649543;0.00279467;23.2422;
0.0082968;0.000416384;19.9258;
0.00321817;0.000234465;13.7256;
0.0270318;0.00114344;23.6407;
0.0434122;0.00278642;15.5799;
0.0411794;0.00164702;25.0024;
0.00819829;0.00054805;14.959;
0.0175521;0.00078532;22.3503;
0.0660563;0.00340658;19.3908;
0.0970081;0.0047126;20.5848;
0.0144265;0.000637193;22.6407;
0.0476077;0.0026511;17.9577;
0.0171008;0.000824641;20.7372;
0.0205204;0.000976394;21.0165;
0.0181244;0.00119784;15.1309;
0.00390542;0.000386537;10.1036;
0.0145568;0.000847285;17.1805;
0.0497542;0.00258425;19.2529;
0.0199163;0.00108597;18.3397;
0.0190038;0.00140139;13.5607;
0.00933964;0.000574235;16.2645;
0.0128086;0.000563862;22.7159;
0.0337117;0.00155236;21.7165;
0.0893567;0.00647059;13.8097;
0.0387927;0.00167893;23.1056;
0.123586;0.00693174;17.829;
0.00460583;0.000232388;19.8196;
0.0141782;0.000742558;19.0937;
0.00504701;0.000474147;10.6444;
0.0262245;0.00100756;26.0278;
0.00256411;0.000188755;13.5843;
0.0249888;0.00137196;18.214;
0.0809351;0.00391979;20.6478;
0.0711387;0.00384542;18.4996;
0.0956744;0.00611301;15.651;
0.024511;0.00150994;16.233;
0.00260398;0.000372537;6.98985;
0.0199364;0.00177126;11.2555;
0.0185973;0.00228422;8.14164;
0.022154;0.00166514;13.3046;
0.0266958;0.00119148;22.4056;
0.0160995;0.000747718;21.5315;
0.091167;0.004732;19.2661;
0.0148832;0.000930227;15.9995;
0.0217217;0.00110628;19.6349;
0.0154126;0.000862504;17.8696;
0.0736615;0.00380932;19.3372;
0.0363267;0.00191177;19.0016;
0.025943;0.00152996;16.9566;
0.00389164;0.000241844;16.0915;
0.019418;0.000754458;25.7376;
0.00669642;0.000310844;21.5427;
0.0127158;0.000916155;13.8795;
0.0313778;0.00226973;13.8245;
0.010494;0.000519267;20.2092;
0.0361391;0.00239698;15.0769;
0.0182447;0.00106206;17.1786;
0.0107275;0.000780274;13.7484;
0.0778945;0.00412505;18.8833;
0.00507889;0.000572792;8.8669;
0.0569995;0.00341258;16.7028;
0.011208;0.000532828;21.0349;
0.0973629;0.00451358;21.5711;
0.000628501;8.9606e-05;7.01405;
0.0264893;0.00124691;21.2439;
0.00141894;7.5628e-05;18.762;
0.00450547;0.00052629;8.56081;
0.0300036;0.00252274;11.8933;
0.115465;0.00403839;28.5917;
0.0473599;0.00204847;23.1196;
0.063108;0.00276414;22.831;
0.00144564;0.000125746;11.4965;
0.0156935;0.000714904;21.9519;
0.0355937;0.00182147;19.5412;
0.0484663;0.00219481;22.0823;
0.0174584;0.00098603;17.7057;
0.0159847;0.00119947;13.3265;
0.0895483;0.00379997;23.5655;
0.00976081;0.000479112;20.3727;
0.104603;0.00403872;25.8999;
0.0106027;0.000498882;21.253;
0.00439483;0.000260014;16.9023;
0.00200449;0.000107206;18.6976;
0.0689011;0.00257842;26.7223;
0.00446537;0.000253297;17.629;
0.0946383;0.00447055;21.1693;
0.0171874;0.000796965;21.566;
0.0148896;0.000756075;19.6933;
0.00382309;0.00035562;10.7505;
0.00481258;0.000632329;7.61088;
0.0939188;0.00422053;22.2529;
0.0941562;0.00954381;9.86568;
0.0242547;0.0016717;14.5091;
0.0737479;0.00433166;17.0253;
0.0308538;0.00266542;11.5756;
0.0286619;0.00238089;12.0383;
0.00564868;0.000989177;5.71048;
0.00355011;0.000531668;6.67731;
0.037038;0.0026659;13.8932;
0.132155;0.00917469;14.4043;
0.0517654;0.00353086;14.6609;
0.00574598;0.000475634;12.0807;
0.0332983;0.00244407;13.6241;
0.134032;0.00775979;17.2726;
0.0319201;0.00144157;22.1426;
0.0266236;0.0018006;14.786;
0.0232865;0.00212325;10.9674;
0.00401597;0.000205498;19.5426;
0.0191316;0.000741014;25.8181;
0.00352393;0.000198858;17.7208;
0.0914771;0.0045213;20.2325;
0.00550492;0.000460332;11.9586;
0.114181;0.00644711;17.7104;
0.0176033;0.00114061;15.4332;
0.00284675;0.000159655;17.8306;
0.00880613;0.0004337;20.3047;
0.12156;0.00575213;21.1331;
0.0275944;0.00121781;22.6591;
0.012803;0.000520939;24.5769;
0.0264602;0.00128873;20.532;
0.0851456;0.00358986;23.7183;
0.0264763;0.00127828;20.7125;
0.0723625;0.00303448;23.8468;
0.0085449;0.000691334;12.36;
0.0618441;0.00260792;23.714;
0.0015194;8.5467e-05;17.7776;
0.0190668;0.00093802;20.3267;
0.0120659;0.00050068;24.0991;
0.0896715;0.00457173;19.6143;
0.0978114;0.00394214;24.8118;
0.0833964;0.00410131;20.3341;
0.113374;0.00480403;23.5998;
0.0143043;0.000992723;14.4092;
0.0293038;0.00121076;24.2028;
0.11546;0.00471216;24.5025;
0.0147083;0.000706881;20.8074;
0.0170686;0.00073549;23.2072;
0.00863487;0.000381855;22.613;
0.0759514;0.00289953;26.1944;
0.090343;0.00390905;23.1112;
0.00314696;0.00023255;13.5324;
0.0640695;0.00274957;23.3016;
0.0186945;0.000954902;19.5774;
0.100464;0.0063501;15.8208;
0.0241377;0.00142864;16.8956;
0.0612957;0.00247457;24.7703;
0.0870913;0.00414988;20.9865;
0.0196819;0.00180602;10.898;
0.01339;0.000875867;15.2878;
0.108331;0.00477064;22.7078;
0.0873479;0.00417611;20.9161;
0.00910348;0.000484616;18.7849;
0.00668643;0.000329618;20.2854;
0.0189308;0.000808714;23.4086;
0.0433568;0.00287485;15.0814;
0.0637478;0.00380168;16.7683;
0.0374172;0.00169419;22.0856;
0.0295334;0.00159905;18.4694;
0.00448974;0.000249433;17.9998;
0.0269887;0.00163572;16.4996;
0.0123552;0.000662905;18.638;
0.00181368;0.000165001;10.9919;
0.0163173;0.000993292;16.4275;
0.0148877;0.000845256;17.6132;
0.00477553;0.000287613;16.604;
0.0250559;0.00116466;21.5135;
0.00512493;0.000285415;17.9561;
0.0635537;0.00405808;15.661;
0.0148142;0.000792332;18.6969;
0.1037;0.00508438;20.3957;
0.00503594;0.000328609;15.325;
0.00956022;0.000433935;22.0315;
0.0973223;0.0050098;19.4264;
0.0641235;0.0031512;20.3489;
0.104374;0.00560104;18.6347;
3.2978e-05;1.4028e-05;2.35087;
0.00148018;8.2078e-05;18.0338;
0.0503013;0.00299512;16.7944;
0.0548106;0.00360667;15.197;
0.109808;0.00497557;22.0695;
0.00942988;0.000463173;20.3593;
0.0213953;0.000626772;34.1357;
0.0215755;0.00110733;19.4843;
0.0110074;0.00072697;15.1414;
0.167095;0.0052342;31.9237;
0.0091121;0.000335982;27.1208;
0.0167932;0.000778562;21.5695;
