"knapPI_12_50_1000_2.in";0.0176073;0.0130156;0.00772159;0.00617849;284.977;210.659;124.975;100;
"knapPI_12_20_1000_49.in";0.0194882;0.0186265;0.0198394;0.0183688;106.094;101.403;108.006;100;
"knapPI_16_20_1000_42.in";0.00898908;0.00896971;0.00842431;0.00845631;106.704;106.474;100;100.38;
"knapPI_12_20_1000_19.in";0.00299754;0.00274221;0.00274284;0.00282366;109.311;100;100.023;102.97;
"knapPI_14_50_1000_10.in";0.0122186;0.0103991;0.0108162;0.0112142;117.496;100;104.011;107.838;
"knapPI_15_20_1000_49.in";0.011355;0.00987667;0.00990465;0.0092962;122.146;106.244;106.545;100;
"knapPI_11_20_1000_46.in";0.0186002;0.0172575;0.0173659;0.0164832;112.843;104.697;105.355;100;
"knapPI_11_20_1000_18.in";0.00729982;0.00592446;0.00590947;0.00581911;125.446;101.81;101.553;100;
"knapPI_12_20_1000_85.in";0.03406;0.033322;0.0366285;0.0298592;114.069;111.597;122.671;100;
"knapPI_12_20_1000_69.in";0.0173777;0.0171006;0.0146083;0.0138218;125.727;123.722;105.69;100;
"knapPI_12_50_1000_22.in";0.0381072;0.0363597;0.0360305;0.0371965;105.764;100.914;100;103.236;
"knapPI_16_200_1000_2.in";0.0364957;0.0334016;0.0335603;0.0344485;109.263;100;100.475;103.134;
"knapPI_14_100_1000_18.in";0.09306;0.0832131;0.0893648;0.0835033;111.833;100;107.393;100.349;
"knapPI_16_20_1000_5.in";0.00123845;0.00119352;0.00128873;0.00133533;103.764;100;107.977;111.881;
"knapPI_14_100_1000_12.in";0.0619592;0.056497;0.0626584;0.0603734;109.668;100;110.906;106.861;
"knapPI_15_50_1000_45.in";0.0575731;0.0553937;0.0527635;0.0534601;109.116;104.985;100;101.32;
"knapPI_14_20_1000_35.in";0.00770688;0.0057642;0.00547662;0.00545526;141.274;105.663;100.391;100;
"knapPI_14_20_1000_73.in";0.0161175;0.0133703;0.0132098;0.0132605;122.012;101.215;100;100.384;
"knapPI_16_20_1000_44.in";0.0119025;0.00936158;0.010155;0.0102642;127.143;100;108.475;109.642;
"knapPI_13_20_1000_7.in";0.00237981;0.00165734;0.00161206;0.0015793;150.688;104.942;102.075;100;
"knapPI_15_20_1000_18.in";0.00377031;0.00356079;0.00329299;0.00330931;114.495;108.132;100;100.496;
"knapPI_11_20_1000_51.in";0.0201217;0.0174157;0.0194904;0.01705;118.016;102.145;114.313;100;
"knapPI_14_20_1000_86.in";0.0236477;0.0233112;0.0237305;0.0212331;111.372;109.787;111.762;100;
"knapPI_15_20_1000_96.in";0.022778;0.0205583;0.0208775;0.0209558;110.797;100;101.553;101.934;
"knapPI_15_50_1000_73.in";0.10623;0.0967725;0.0970211;0.0987593;109.773;100;100.257;102.053;
"knapPI_13_50_1000_47.in";0.0734585;0.0642627;0.0642126;0.0598604;122.716;107.354;107.271;100;
"knapPI_11_50_1000_38.in";0.07219;0.0696789;0.0729958;0.0674206;107.074;103.35;108.269;100;
"knapPI_11_20_1000_80.in";0.0208739;0.0177426;0.0197677;0.0223338;117.649;100;111.414;125.877;
"knapPI_15_20_1000_93.in";0.024096;0.0216405;0.0209333;0.0210353;115.109;103.379;100;100.488;
"knapPI_15_50_1000_47.in";0.0649205;0.0578598;0.0571256;0.0567278;114.442;101.996;100.701;100;
"knapPI_14_50_1000_44.in";0.0583033;0.0537039;0.0537481;0.0535138;108.95;100.355;100.438;100;
"knapPI_11_20_1000_41.in";0.00853798;0.00772437;0.00839278;0.00777407;110.533;100;108.653;100.643;
"knapPI_13_20_1000_13.in";0.0033899;0.0032201;0.00322997;0.00314173;107.899;102.494;102.809;100;
"knapPI_13_20_1000_97.in";0.0250305;0.0203788;0.0200744;0.0208718;124.688;101.516;100;103.972;
"knapPI_11_100_1000_7.in";0.0477751;0.0434848;0.0409198;0.0445882;116.753;106.268;100;108.965;
"knapPI_13_50_1000_21.in";0.0334512;0.0339162;0.0321262;0.0333334;104.124;105.572;100;103.758;
"knapPI_14_20_1000_38.in";0.00580686;0.00560965;0.00544558;0.00548386;106.635;103.013;100;100.703;
"knapPI_16_20_1000_84.in";0.0183151;0.0160127;0.0156979;0.0136133;134.538;117.625;115.313;100;
"knapPI_13_50_1000_28.in";0.0600741;0.061365;0.0554628;0.0554004;108.436;110.766;100.112;100;
"knapPI_13_50_1000_46.in";0.0908589;0.0851585;0.0854479;0.0859581;106.694;100;100.34;100.939;
"knapPI_11_20_1000_60.in";0.0167021;0.016084;0.0145294;0.0174267;114.953;110.7;100;119.941;
"knapPI_11_50_1000_20.in";0.0670188;0.0584389;0.0604878;0.0592878;114.682;100;103.506;101.453;
"knapPI_15_20_1000_66.in";0.0178289;0.0196874;0.0198548;0.0192822;100;110.424;111.363;108.152;
"knapPI_16_20_1000_74.in";0.0196965;0.0169885;0.0170306;0.0162229;121.411;104.719;104.979;100;
"knapPI_11_20_1000_49.in";0.0269311;0.0221728;0.0231163;0.0212524;126.72;104.331;108.77;100;
"knapPI_15_20_1000_20.in";0.00485455;0.00355784;0.00484111;0.00374956;136.447;100;136.069;105.389;
"knapPI_12_50_1000_31.in";0.018386;0.0158149;0.0218641;0.0167283;116.257;100;138.249;105.775;
"knapPI_11_50_1000_37.in";0.0439066;0.0472165;0.0407217;0.0423921;107.821;115.949;100;104.102;
"knapPI_11_20_1000_61.in";0.0242593;0.0292234;0.030571;0.0285589;100;120.463;126.018;117.723;
"knapPI_14_50_1000_14.in";0.0176463;0.0167286;0.0164649;0.0165015;107.175;101.602;100;100.222;
"knapPI_12_50_1000_7.in";0.00944515;0.00907563;0.00913808;0.00976398;104.072;100;100.688;107.585;
"knapPI_14_20_1000_56.in";0.0124112;0.0108467;0.0109851;0.0106019;117.065;102.308;103.614;100;
"knapPI_13_100_1000_29.in";0.0306746;0.035578;0.0356575;0.0316236;100;115.985;116.245;103.094;
"knapPI_13_50_1000_64.in";0.0850337;0.0790085;0.0769504;0.0909749;110.505;102.675;100;118.225;
"knapPI_13_50_1000_31.in";0.0322776;0.0303892;0.0344422;0.0302665;106.645;100.406;113.797;100;
"knapPI_16_50_1000_79.in";0.105047;0.0989543;0.0986043;0.10669;106.534;100.355;100;108.2;
"f2_l-d_kp_20_878.in";0.00292314;0.00314761;0.0026548;0.00212562;137.519;148.08;124.895;100;
"knapPI_14_50_1000_4.in";0.00588084;0.00334677;0.00322858;0.00445986;182.15;103.661;100;138.137;
"knapPI_14_20_1000_62.in";0.0134906;0.0136404;0.0118956;0.0116657;115.643;116.928;101.971;100;
"knapPI_15_20_1000_15.in";0.00315055;0.00303232;0.0032112;0.00323373;103.899;100;105.899;106.642;
"knapPI_12_20_1000_94.in";0.0208566;0.0193968;0.0195026;0.0193133;107.991;100.432;100.98;100;
"knapPI_15_20_1000_8.in";0.00148596;0.00149691;0.00154813;0.00145946;101.816;102.566;106.076;100;
"knapPI_11_50_1000_19.in";0.0224955;0.0203885;0.0195521;0.0199776;115.054;104.278;100;102.176;
"knapPI_12_100_1000_11.in";0.079615;0.0741718;0.0739656;0.0746128;107.638;100.279;100;100.875;
"knapPI_13_50_1000_43.in";0.0676783;0.0632497;0.0628794;0.063365;107.632;100.589;100;100.772;
"knapPI_11_100_1000_13.in";0.12376;0.115013;0.115956;0.115917;107.605;100;100.819;100.786;
"knapPI_12_20_1000_65.in";0.0279833;0.0227235;0.0220918;0.022551;126.668;102.859;100;102.079;
"knapPI_16_20_1000_12.in";0.00189217;0.00144949;0.00149241;0.00142951;132.365;101.398;104.401;100;
